\begin{table}
\begin{tabular}{ccccccccccccccc}
field & ID & M_med & zbest & PETRO_RADIUS & fagn_mir & lir & s24(mJy) & fagn_tot & lagn & lsf & sfr & lx & lbol & BHAR \\
UDS & 23567 & 10.3117538611 & 1.53 & 5.2800002 & 0.3 & 11.32 & 0.084 & 0.0489 & 43.5920538248 & 44.8809711474 & 1.53418366114 & 43.4067062466 & 45.0083828083 & -0.790578015524 \\
EGS & 26056 & 10.6669 & 1.5302 & 3.96 & 0.2 & 11.57 & 0.176 & 0.0194 & 43.4405466956 & 45.1442368546 & 1.79744936838 & 43.3553453298 & 44.9441816623 & -0.854779161519 \\
EGS & 18197 & 10.9424 & 1.531 & 5.28 & 0.4 & 11.59 & 0.253 & 0.0916 & 44.1346404394 & 45.1310220912 & 1.78423460501 & 43.5906431089 & 45.2383038862 & -0.560656937611 \\
COS & 9772 & 10.2629 & 1.532 & 5.94 & 0.2 & 11.63 & 0.142 & 0.0194 & 43.5005466956 & 45.2042368546 & 1.85744936838 & 43.3756853298 & 44.9696066623 & -0.829354161519 \\
EGS & 12082 & 10.1835 & 1.532 & 4.62 & 0.2 & 12.0 & 0.337 & 0.0194 & 43.8705466956 & 45.5742368546 & 2.22744936838 & 43.5011153298 & 45.1263941623 & -0.672566661519 \\
COS & 6413 & 10.5481 & 1.532 & 4.62 & 0.16 & 11.77 & 0.208 & 0.011296 & 43.4056696494 & 45.3478112569 & 2.00102377065 & 43.3435220111 & 44.9294025139 & -0.869558309856 \\
UDS & 7402 & 8.64443858947 & 1.532 & 5.2800002 & 1.0 & 11.23 & 0.109 & 0.625 & 44.608624983 & 44.3867762334 & 1.03998874719 & 43.7513238692 & 45.4391548366 & -0.359805987228 \\
EGS & 23259 & 10.2312 & 1.533 & 5.28 & 0.2 & 11.22 & 0.163 & 0.0194 & 43.0905466956 & 44.7942368546 & 1.44744936838 & 43.2366953298 & 44.7958691623 & -1.00309166152 \\
EGS & 12274 & 10.773 & 1.534 & 5.28 & 0.4 & 11.5 & 0.228 & 0.0916 & 44.0446404394 & 45.0410220912 & 1.69423460501 & 43.5601331089 & 45.2001663862 & -0.598794437611 \\
EGS & 11334 & 11.0688 & 1.535 & 5.28 & 0.2 & 11.64 & 0.252 & 0.0194 & 43.5105466956 & 45.2142368546 & 1.86744936838 & 43.3790753298 & 44.9738441623 & -0.825116661519 \\
UDS & 9623 & 10.6263403674 & 1.535 & 3.5 & 0.2 & 11.38 & 0.113 & 0.0194 & 43.2505466956 & 44.9542368546 & 1.60744936838 & 43.2909353298 & 44.8636691623 & -0.935291661519 \\
UDS & 13328 & 10.2095150145 & 1.535 & 5.2800002 & 0.3 & 11.16 & 0.077 & 0.0489 & 43.4320538248 & 44.7209711474 & 1.37418366114 & 43.3524662466 & 44.9405828083 & -0.858378015524 \\
UDS & 9081 & 10.3654879849 & 1.536 & 4.6199999 & 0.3 & 11.03 & 0.057 & 0.0489 & 43.3020538248 & 44.5909711474 & 1.24418366114 & 43.3083962466 & 44.8854953083 & -0.913465515524 \\
COS & 25711 & 10.3459 & 1.538 & 5.28 & 0.3 & 11.35 & 0.086 & 0.0489 & 43.6220538248 & 44.9109711474 & 1.56418366114 & 43.4168762466 & 45.0210953083 & -0.777865515524 \\
UDS & 23617 & 11.214843848 & 1.538 & 5.2800002 & 0.4 & 11.77 & 0.443 & 0.0916 & 44.3146404394 & 45.3110220912 & 1.96423460501 & 43.6516631089 & 45.3145788862 & -0.484381937611 \\
EGS & 5490 & 10.6219 & 1.538 & 5.28 & 0.3 & 11.76 & 0.325 & 0.0489 & 44.0320538248 & 45.3209711474 & 1.97418366114 & 43.5558662466 & 45.1948328083 & -0.604128015524 \\
GDS & 25340 & 10.33 & 1.539 & 5.94 & 0.2 & 11.3 & 0.066 & 0.0194 & 43.1705466956 & 44.8742368546 & 1.52744936838 & 43.2638153298 & 44.8297691623 & -0.969191661519 \\
UDS & 4920 & 8.30749603791 & 1.539 & 6.5999999 & 1.0 & 11.31 & 0.133 & 0.625 & 44.688624983 & 44.4667762334 & 1.11998874719 & 43.7784438692 & 45.4730548366 & -0.325905987228 \\
EGS & 22059 & 10.7734 & 1.54 & 4.62 & 0.3 & 11.45 & 0.116 & 0.0489 & 43.7220538248 & 45.0109711474 & 1.66418366114 & 43.4507762466 & 45.0634703083 & -0.735490515524 \\
COS & 27780 & 10.1186 & 1.54 & 6.6 & 0.3 & 10.85 & 0.037 & 0.0489 & 43.1220538248 & 44.4109711474 & 1.06418366114 & 43.2473762466 & 44.8092203083 & -0.989740515524 \\
COS & 7390 & 10.7774 & 1.54 & 5.28 & 0.3 & 11.15 & 0.265 & 0.0489 & 43.4220538248 & 44.7109711474 & 1.36418366114 & 43.3490762466 & 44.9363453083 & -0.862615515524 \\
COS & 22242 & 10.9466 & 1.54 & 5.28 & 0.1 & 11.74 & 0.245 & 0.0031 & 42.8141066595 & 45.3213965617 & 1.97460907546 & 43.1429821576 & 44.678727697 & -1.12023312682 \\
EGS & 11695 & 9.87034 & 1.541 & 3.96 & 0.3 & 11.94 & 0.026 & 0.0489 & 44.2120538248 & 45.5009711474 & 2.15418366114 & 43.6168862466 & 45.2711078083 & -0.527853015524 \\
COS & 25173 & 9.98941 & 1.541 & 4.62 & 0.2 & 11.17 & 0.054 & 0.0194 & 43.0405466956 & 44.7442368546 & 1.39744936838 & 43.2197453298 & 44.7746816623 & -1.02427916152 \\
COS & 15454 & 10.2588 & 1.542 & 5.94 & 0.4 & 11.32 & 0.115 & 0.0916 & 43.8646404394 & 44.8610220912 & 1.51423460501 & 43.4991131089 & 45.1238913862 & -0.675069437611 \\
COS & 5452 & 10.514 & 1.542 & 6.6 & 0.16 & 11.53 & 0.123 & 0.011296 & 43.1656696494 & 45.1078112569 & 1.76102377065 & 43.2621620111 & 44.8277025139 & -0.971258309856 \\
GDS & 22201 & 9.45 & 1.542 & 4.62 & 0.2 & 10.42 & 0.013 & 0.0194 & 42.2905466956 & 43.9942368546 & 0.647449368377 & 42.9654953298 & 44.4568691623 & -1.34209166152 \\
EGS & 11582 & 9.94817 & 1.543 & 6.6 & 0.3 & 10.86 & 0.034 & 0.0489 & 43.1320538248 & 44.4209711474 & 1.07418366114 & 43.2507662466 & 44.8134578083 & -0.985503015524 \\
EGS & 15327 & 11.3843 & 1.543 & 4.62 & 0.2 & 11.67 & 0.234 & 0.0194 & 43.5405466956 & 45.2442368546 & 1.89744936838 & 43.3892453298 & 44.9865566623 & -0.812404161519 \\
COS & 16399 & 10.2908 & 1.543 & 5.28 & 0.4 & 11.52 & 0.16 & 0.0916 & 44.0646404394 & 45.0610220912 & 1.71423460501 & 43.5669131089 & 45.2086413862 & -0.590319437611 \\
COS & 11792 & 10.0648 & 1.543 & 5.28 & 0.8 & 10.99 & 0.097 & 0.3944 & 44.168681872 & 44.3549308322 & 1.00814334596 & 43.6021831546 & 45.2527289432 & -0.546231880546 \\
COS & 26272 & 9.79527 & 1.543 & 5.94 & 0.3 & 11.07 & 0.054 & 0.0489 & 43.3420538248 & 44.6309711474 & 1.28418366114 & 43.3219562466 & 44.9024453083 & -0.896515515524 \\
GDS & 24964 & 10.47 & 1.544 & 5.28 & 0.1 & 10.74 & 0.034 & 0.0031 & 41.8141066595 & 44.3213965617 & 0.974609075465 & 42.8039821576 & 44.254977697 & -1.54398312682 \\
COS & 8685 & 10.4271 & 1.544 & 5.28 & 0.2 & 11.37 & 0.087 & 0.0194 & 43.2405466956 & 44.9442368546 & 1.59744936838 & 43.2875453298 & 44.8594316623 & -0.939529161519 \\
EGS & 14004 & 10.4196 & 1.544 & 5.28 & 0.3 & 11.26 & 0.075 & 0.0489 & 43.5320538248 & 44.8209711474 & 1.47418366114 & 43.3863662466 & 44.9829578083 & -0.816003015524 \\
GDS & 24928 & 10.24 & 1.545 & 6.6 & 0.3 & 10.84 & 0.037 & 0.0489 & 43.1120538248 & 44.4009711474 & 1.05418366114 & 43.2439862466 & 44.8049828083 & -0.993978015524 \\
COS & 12043 & 10.6287 & 1.545 & 5.28 & 0.2 & 11.18 & 0.046 & 0.0194 & 43.0505466956 & 44.7542368546 & 1.40744936838 & 43.2231353298 & 44.7789191623 & -1.02004166152 \\
UDS & 6076 & 10.096910013 & 1.548 & 4.6199999 & 0.2 & 11.37 & 0.087 & 0.0194 & 43.2405466956 & 44.9442368546 & 1.59744936838 & 43.2875453298 & 44.8594316623 & -0.939529161519 \\
EGS & 10304 & 10.362 & 1.548 & 5.94 & 0.3 & 11.23 & 0.08 & 0.0489 & 43.5020538248 & 44.7909711474 & 1.44418366114 & 43.3761962466 & 44.9702453083 & -0.828715515524 \\
UDS & 10669 & 10.8007170783 & 1.548 & 5.2800002 & 0.3 & 11.48 & 0.144 & 0.0489 & 43.7520538248 & 45.0409711474 & 1.69418366114 & 43.4609462466 & 45.0761828083 & -0.722778015524 \\
GDS & 26195 & 10.65 & 1.5496 & 5.94 & 0.4 & 11.55 & 0.179 & 0.0916 & 44.0946404394 & 45.0910220912 & 1.74423460501 & 43.5770831089 & 45.2213538862 & -0.577606937611 \\
COS & 24257 & 10.6774 & 1.55 & 10.56 & 0.3 & 11.37 & 0.156 & 0.0489 & 43.6420538248 & 44.9309711474 & 1.58418366114 & 43.4236562466 & 45.0295703083 & -0.769390515524 \\
COS & 1433 & 9.8914 & 1.55 & 6.6 & 0.6 & 11.14 & 0.055 & 0.2166 & 44.058403418 & 44.6167285329 & 1.26994104668 & 43.5647987587 & 45.2059984484 & -0.59296237542 \\
COS & 27367 & 10.1108 & 1.55 & 5.28 & 0.2 & 11.17 & 0.072 & 0.0194 & 43.0405466956 & 44.7442368546 & 1.39744936838 & 43.2197453298 & 44.7746816623 & -1.02427916152 \\
COS & 8562 & 10.2799 & 1.55 & 5.94 & 0.3 & 10.95 & 0.078 & 0.0489 & 43.2220538248 & 44.5109711474 & 1.16418366114 & 43.2812762466 & 44.8515953083 & -0.947365515524 \\
COS & 12662 & 10.4057 & 1.55 & 5.28 & 0.16 & 11.58 & 0.13 & 0.011296 & 43.2156696494 & 45.1578112569 & 1.81102377065 & 43.2791120111 & 44.8488900139 & -0.950070809856 \\
GDS & 21007 & 10.66 & 1.55 & 4.62 & 0.2 & 11.44 & 0.109 & 0.0194 & 43.3105466956 & 45.0142368546 & 1.66744936838 & 43.3112753298 & 44.8890941623 & -0.909866661519 \\
EGS & 2855 & 10.2812 & 1.55 & 3.96 & 0.2 & 11.98 & 0.158 & 0.0194 & 43.8505466956 & 45.5542368546 & 2.20744936838 & 43.4943353298 & 45.1179191623 & -0.681041661519 \\
EGS & 30080 & 10.2654 & 1.5503 & 5.28 & 0.3 & 11.05 & 0.059 & 0.0489 & 43.3220538248 & 44.6109711474 & 1.26418366114 & 43.3151762466 & 44.8939703083 & -0.904990515524 \\
UDS & 21188 & 9.99607365449 & 1.551 & 5.2800002 & 0.2 & 11.35 & 0.081 & 0.0194 & 43.2205466956 & 44.9242368546 & 1.57744936838 & 43.2807653298 & 44.8509566623 & -0.948004161519 \\
EGS & 17101 & 10.2996 & 1.551 & 5.28 & 0.3 & 11.37 & 0.066 & 0.0489 & 43.6420538248 & 44.9309711474 & 1.58418366114 & 43.4236562466 & 45.0295703083 & -0.769390515524 \\
UDS & 6817 & 10.6473829701 & 1.551 & 5.2800002 & 0.3 & 11.52 & 0.13 & 0.0489 & 43.7920538248 & 45.0809711474 & 1.73418366114 & 43.4745062466 & 45.0931328083 & -0.705828015524 \\
GDS & 25961 & 10.04 & 1.552 & 5.94 & 0.1 & 10.75 & 0.03 & 0.0031 & 41.8241066595 & 44.3313965617 & 0.984609075465 & 42.8073721576 & 44.259215197 & -1.53974562682 \\
EGS & 9940 & 10.6082 & 1.552 & 4.62 & 0.2 & 11.27 & 0.231 & 0.0194 & 43.1405466956 & 44.8442368546 & 1.49744936838 & 43.2536453298 & 44.8170566623 & -0.981904161519 \\
COS & 16820 & 10.6489 & 1.554 & 5.28 & 0.3 & 11.54 & 0.19 & 0.0489 & 43.8120538248 & 45.1009711474 & 1.75418366114 & 43.4812862466 & 45.1016078083 & -0.697353015524 \\
EGS & 31281 & 10.4284 & 1.554 & 5.28 & 0.2 & 11.37 & 0.104 & 0.0194 & 43.2405466956 & 44.9442368546 & 1.59744936838 & 43.2875453298 & 44.8594316623 & -0.939529161519 \\
UDS & 2493 & 10.0293837777 & 1.554 & 5.2800002 & 0.2 & 11.18 & 0.072 & 0.0194 & 43.0505466956 & 44.7542368546 & 1.40744936838 & 43.2231353298 & 44.7789191623 & -1.02004166152 \\
COS & 8781 & 9.76415 & 1.554 & 4.62 & 0.2 & 11.39 & 0.087 & 0.0194 & 43.2605466956 & 44.9642368546 & 1.61744936838 & 43.2943253298 & 44.8679066623 & -0.931054161519 \\
UDS & 16821 & 10.0934216852 & 1.555 & 5.9400001 & 0.2 & 11.42 & 0.096 & 0.0194 & 43.2905466956 & 44.9942368546 & 1.64744936838 & 43.3044953298 & 44.8806191623 & -0.918341661519 \\
EGS & 30278 & 10.308 & 1.555 & 5.28 & 0.1 & 11.01 & 0.041 & 0.0031 & 42.0841066595 & 44.5913965617 & 1.24460907546 & 42.8955121576 & 44.369390197 & -1.42957062682 \\
GDS & 19452 & 10.33 & 1.555 & 5.94 & 0.1 & 11.28 & 0.102 & 0.0031 & 42.3541066595 & 44.8613965617 & 1.51460907546 & 42.9870421576 & 44.483802697 & -1.31515812682 \\
COS & 10753 & 9.61028 & 1.5555 & 6.6 & 0.2 & 11.52 & 0.09 & 0.0194 & 43.3905466956 & 45.0942368546 & 1.74744936838 & 43.3383953298 & 44.9229941623 & -0.875966661519 \\
EGS & 20982 & 10.4181 & 1.556 & 4.62 & 0.2 & 11.56 & 0.076 & 0.0194 & 43.4305466956 & 45.1342368546 & 1.78744936838 & 43.3519553298 & 44.9399441623 & -0.859016661519 \\
COS & 17552 & 8.50142 & 1.556 & 7.92 & 0.9 & 10.79 & 0.043 & 0.5031 & 44.074399283 & 44.0690139624 & 0.722226476212 & 43.5702213569 & 45.2127766962 & -0.586184127611 \\
UDS & 19580 & 9.74115159885 & 1.558 & 4.6199999 & 0.2 & 11.16 & 0.055 & 0.0194 & 43.0305466956 & 44.7342368546 & 1.38744936838 & 43.2163553298 & 44.7704441623 & -1.02851666152 \\
COS & 21504 & 10.5348 & 1.558 & 5.94 & 0.3 & 11.41 & 0.118 & 0.0489 & 43.6820538248 & 44.9709711474 & 1.62418366114 & 43.4372162466 & 45.0465203083 & -0.752440515524 \\
EGS & 11277 & 10.2172 & 1.558 & 3.96 & 0.3 & 11.33 & 0.079 & 0.0489 & 43.6020538248 & 44.8909711474 & 1.54418366114 & 43.4100962466 & 45.0126203083 & -0.786340515524 \\
EGS & 31454 & 10.276 & 1.5589 & 4.62 & 0.2 & 11.51 & 0.122 & 0.0194 & 43.3805466956 & 45.0842368546 & 1.73744936838 & 43.3350053298 & 44.9187566623 & -0.880204161519 \\
EGS & 9064 & 10.4403 & 1.559 & 4.62 & 0.2 & 11.38 & 0.116 & 0.0194 & 43.2505466956 & 44.9542368546 & 1.60744936838 & 43.2909353298 & 44.8636691623 & -0.935291661519 \\
EGS & 642 & 10.1416 & 1.56 & 5.28 & 0.2 & 11.2 & 0.058 & 0.0194 & 43.0705466956 & 44.7742368546 & 1.42744936838 & 43.2299153298 & 44.7873941623 & -1.01156666152 \\
GDS & 23312 & 10.28 & 1.56 & 4.62 & 0.3 & 11.35 & 0.18 & 0.0489 & 43.6220538248 & 44.9109711474 & 1.56418366114 & 43.4168762466 & 45.0210953083 & -0.777865515524 \\
COS & 18495 & 9.59201 & 1.56 & 6.6 & 0.2 & 11.2 & 0.058 & 0.0194 & 43.0705466956 & 44.7742368546 & 1.42744936838 & 43.2299153298 & 44.7873941623 & -1.01156666152 \\
UDS & 1923 & 9.42324587394 & 1.562 & 3.96 & 0.8 & 10.96 & 0.068 & 0.3944 & 44.138681872 & 44.3249308322 & 0.978143345959 & 43.5920131546 & 45.2400164432 & -0.558944380546 \\
COS & 24075 & 10.7577 & 1.562 & 5.94 & 0.3 & 11.4 & 0.134 & 0.0489 & 43.6720538248 & 44.9609711474 & 1.61418366114 & 43.4338262466 & 45.0422828083 & -0.756678015524 \\
COS & 17400 & 9.58518 & 1.564 & 5.28 & 0.2 & 11.34 & 0.077 & 0.0194 & 43.2105466956 & 44.9142368546 & 1.56744936838 & 43.2773753298 & 44.8467191623 & -0.952241661519 \\
EGS & 14240 & 10.3634 & 1.564 & 5.28 & 0.2 & 11.44 & 0.092 & 0.0194 & 43.3105466956 & 45.0142368546 & 1.66744936838 & 43.3112753298 & 44.8890941623 & -0.909866661519 \\
EGS & 14500 & 10.1571 & 1.5645 & 5.28 & 0.2 & 11.47 & 0.062 & 0.0194 & 43.3405466956 & 45.0442368546 & 1.69744936838 & 43.3214453298 & 44.9018066623 & -0.897154161519 \\
EGS & 22648 & 10.4276 & 1.565 & 5.28 & 0.2 & 11.63 & 0.162 & 0.0194 & 43.5005466956 & 45.2042368546 & 1.85744936838 & 43.3756853298 & 44.9696066623 & -0.829354161519 \\
GDS & 24422 & 10.36 & 1.565 & 6.6 & 0.1 & 10.51 & 0.027 & 0.0031 & 41.5841066595 & 44.0913965617 & 0.744609075465 & 42.7260121576 & 44.157515197 & -1.64144562682 \\
GDS & 18029 & 10.0 & 1.565 & 5.94 & 0.2 & 11.11 & 0.049 & 0.0194 & 42.9805466956 & 44.6842368546 & 1.33744936838 & 43.1994053298 & 44.7492566623 & -1.04970416152 \\
EGS & 5224 & 9.91425 & 1.565 & 5.28 & 0.2 & 11.34 & 0.049 & 0.0194 & 43.2105466956 & 44.9142368546 & 1.56744936838 & 43.2773753298 & 44.8467191623 & -0.952241661519 \\
UDS & 19249 & 9.22010808804 & 1.566 & 10.5600004 & 0.2 & 11.61 & 0.146 & 0.0194 & 43.4805466956 & 45.1842368546 & 1.83744936838 & 43.3689053298 & 44.9611316623 & -0.837829161519 \\
UDS & 23238 & 10.367355921 & 1.567 & 4.6199999 & 0.3 & 11.67 & 0.108 & 0.0489 & 43.9420538248 & 45.2309711474 & 1.88418366114 & 43.5253562466 & 45.1566953083 & -0.642265515524 \\
GDS & 2615 & 10.27 & 1.567 & 5.28 & 0.2 & 11.4 & 0.089 & 0.0194 & 43.2705466956 & 44.9742368546 & 1.62744936838 & 43.2977153298 & 44.8721441623 & -0.926816661519 \\
EGS & 5931 & 9.7096 & 1.5671 & 4.62 & 0.2 & 11.04 & 0.039 & 0.0194 & 42.9105466956 & 44.6142368546 & 1.26744936838 & 43.1756753298 & 44.7195941623 & -1.07936666152 \\
EGS & 10804 & 10.3964 & 1.568 & 5.28 & 0.2 & 11.7 & 0.115 & 0.0194 & 43.5705466956 & 45.2742368546 & 1.92744936838 & 43.3994153298 & 44.9992691623 & -0.799691661519 \\
GDS & 18562 & 10.9 & 1.568 & 5.28 & 0.1 & 11.07 & 0.067 & 0.0031 & 42.1441066595 & 44.6513965617 & 1.30460907546 & 42.9158521576 & 44.394815197 & -1.40414562682 \\
EGS & 1593 & 9.86643 & 1.569 & 4.62 & 0.2 & 11.15 & 0.037 & 0.0194 & 43.0205466956 & 44.7242368546 & 1.37744936838 & 43.2129653298 & 44.7662066623 & -1.03275416152 \\
UDS & 22117 & 10.7759743311 & 1.569 & 4.6199999 & 0.3 & 11.4 & 0.098 & 0.0489 & 43.6720538248 & 44.9609711474 & 1.61418366114 & 43.4338262466 & 45.0422828083 & -0.756678015524 \\
EGS & 18986 & 10.3156 & 1.569 & 5.28 & 0.3 & 11.45 & 0.092 & 0.0489 & 43.7220538248 & 45.0109711474 & 1.66418366114 & 43.4507762466 & 45.0634703083 & -0.735490515524 \\
EGS & 29550 & 10.3384 & 1.57 & 5.28 & 0.2 & 11.49 & 0.117 & 0.0194 & 43.3605466956 & 45.0642368546 & 1.71744936838 & 43.3282253298 & 44.9102816623 & -0.888679161519 \\
GDS & 15011 & 9.99 & 1.57 & 4.62 & 0.3 & 11.26 & 0.075 & 0.0489 & 43.5320538248 & 44.8209711474 & 1.47418366114 & 43.3863662466 & 44.9829578083 & -0.816003015524 \\
UDS & 21565 & 10.1335389084 & 1.57 & 5.2800002 & 0.2 & 10.97 & 0.047 & 0.0194 & 42.8405466956 & 44.5442368546 & 1.19744936838 & 43.1519453298 & 44.6899316623 & -1.10902916152 \\
COS & 18280 & 10.5985 & 1.571 & 5.28 & 0.1 & 11.01 & 0.057 & 0.0031 & 42.0841066595 & 44.5913965617 & 1.24460907546 & 42.8955121576 & 44.369390197 & -1.42957062682 \\
EGS & 10850 & 9.82468 & 1.572 & 4.62 & 0.2 & 11.02 & 0.038 & 0.0194 & 42.8905466956 & 44.5942368546 & 1.24744936838 & 43.1688953298 & 44.7111191623 & -1.08784166152 \\
COS & 10244 & 10.3132 & 1.572 & 5.94 & 0.2 & 11.17 & 0.055 & 0.0194 & 43.0405466956 & 44.7442368546 & 1.39744936838 & 43.2197453298 & 44.7746816623 & -1.02427916152 \\
COS & 11699 & 10.1072 & 1.572 & 5.28 & 0.3 & 12.04 & 0.074 & 0.0489 & 44.3120538248 & 45.6009711474 & 2.25418366114 & 43.6507862466 & 45.3134828083 & -0.485478015524 \\
EGS & 15735 & 10.2803 & 1.5722 & 5.28 & 0.2 & 10.94 & 0.045 & 0.0194 & 42.8105466956 & 44.5142368546 & 1.16744936838 & 43.1417753298 & 44.6772191623 & -1.12174166152 \\
EGS & 28744 & 9.5827 & 1.5728 & 5.28 & 0.2 & 10.78 & 0.029 & 0.0194 & 42.6505466956 & 44.3542368546 & 1.00744936838 & 43.0875353298 & 44.6094191623 & -1.18954166152 \\
EGS & 959 & 10.6315 & 1.573 & 5.28 & 0.2 & 11.68 & 0.229 & 0.0194 & 43.5505466956 & 45.2542368546 & 1.90744936838 & 43.3926353298 & 44.9907941623 & -0.808166661519 \\
COS & 24844 & 10.7588 & 1.573 & 7.26 & 0.4 & 11.45 & 0.138 & 0.0916 & 43.9946404394 & 44.9910220912 & 1.64423460501 & 43.5431831089 & 45.1789788862 & -0.619981937611 \\
UDS & 9412 & 10.5693739096 & 1.574 & 5.9400001 & 0.3 & 11.85 & 0.155 & 0.0489 & 44.1220538248 & 45.4109711474 & 2.06418366114 & 43.5863762466 & 45.2329703083 & -0.565990515524 \\
GDS & 25715 & 10.25 & 1.574 & 5.28 & 0.3 & 11.23 & 0.089 & 0.0489 & 43.5020538248 & 44.7909711474 & 1.44418366114 & 43.3761962466 & 44.9702453083 & -0.828715515524 \\
GDS & 24001 & 9.83 & 1.574 & 4.62 & 0.1 & 10.49 & 0.018 & 0.0031 & 41.5641066595 & 44.0713965617 & 0.724609075465 & 42.7192321576 & 44.149040197 & -1.64992062682 \\
EGS & 15381 & 10.0953 & 1.575 & 4.62 & 0.2 & 10.87 & 0.039 & 0.0194 & 42.7405466956 & 44.4442368546 & 1.09744936838 & 43.1180453298 & 44.6475566623 & -1.15140416152 \\
GDS & 1482 & 10.5 & 1.575 & 5.28 & 0.3 & 11.46 & 0.155 & 0.0489 & 43.7320538248 & 45.0209711474 & 1.67418366114 & 43.4541662466 & 45.0677078083 & -0.731253015524 \\
EGS & 14511 & 10.6215 & 1.575 & 3.5 & 0.4 & 11.5 & 0.147 & 0.0916 & 44.0446404394 & 45.0410220912 & 1.69423460501 & 43.5601331089 & 45.2001663862 & -0.598794437611 \\
EGS & 20741 & 10.125 & 1.575 & 5.28 & 0.2 & 11.7 & 0.066 & 0.0194 & 43.5705466956 & 45.2742368546 & 1.92744936838 & 43.3994153298 & 44.9992691623 & -0.799691661519 \\
EGS & 28948 & 9.92849 & 1.5752 & 5.28 & 0.2 & 10.74 & 0.028 & 0.0194 & 42.6105466956 & 44.3142368546 & 0.967449368377 & 43.0739753298 & 44.5924691623 & -1.20649166152 \\
UDS & 19091 & 9.14612803568 & 1.576 & 5.9400001 & 0.2 & 11.14 & 0.05 & 0.0194 & 43.0105466956 & 44.7142368546 & 1.36744936838 & 43.2095753298 & 44.7619691623 & -1.03699166152 \\
EGS & 12462 & 10.4575 & 1.5765 & 5.28 & 0.2 & 11.71 & 0.151 & 0.0194 & 43.5805466956 & 45.2842368546 & 1.93744936838 & 43.4028053298 & 45.0035066623 & -0.795454161519 \\
EGS & 19576 & 9.87449 & 1.577 & 5.28 & 0.3 & 11.49 & 0.056 & 0.0489 & 43.7620538248 & 45.0509711474 & 1.70418366114 & 43.4643362466 & 45.0804203083 & -0.718540515524 \\
GDS & 1946 & 10.57 & 1.577 & 3.5 & 0.1 & 10.99 & 0.054 & 0.0031 & 42.0641066595 & 44.5713965617 & 1.22460907546 & 42.8887321576 & 44.360915197 & -1.43804562682 \\
EGS & 8209 & 9.89968 & 1.577 & 3.96 & 0.2 & 11.36 & 0.084 & 0.0194 & 43.2305466956 & 44.9342368546 & 1.58744936838 & 43.2841553298 & 44.8551941623 & -0.943766661519 \\
EGS & 6871 & 10.1751 & 1.578 & 3.96 & 0.2 & 10.92 & 0.04 & 0.0194 & 42.7905466956 & 44.4942368546 & 1.14744936838 & 43.1349953298 & 44.6687441623 & -1.13021666152 \\
EGS & 28531 & 10.0746 & 1.578 & 5.28 & 0.2 & 10.91 & 0.043 & 0.0194 & 42.7805466956 & 44.4842368546 & 1.13744936838 & 43.1316053298 & 44.6645066623 & -1.13445416152 \\
EGS & 22413 & 9.99119 & 1.578 & 4.62 & 0.2 & 11.25 & 0.054 & 0.0194 & 43.1205466956 & 44.8242368546 & 1.47744936838 & 43.2468653298 & 44.8085816623 & -0.990379161519 \\
EGS & 8268 & 10.1729 & 1.578 & 5.28 & 0.2 & 11.5 & 0.069 & 0.0194 & 43.3705466956 & 45.0742368546 & 1.72744936838 & 43.3316153298 & 44.9145191623 & -0.884441661519 \\
COS & 23564 & 10.1566 & 1.58 & 5.28 & 0.2 & 11.4 & 0.092 & 0.0194 & 43.2705466956 & 44.9742368546 & 1.62744936838 & 43.2977153298 & 44.8721441623 & -0.926816661519 \\
EGS & 28397 & 10.3017 & 1.5807 & 4.62 & 0.3 & 11.66 & 0.089 & 0.0489 & 43.9320538248 & 45.2209711474 & 1.87418366114 & 43.5219662466 & 45.1524578083 & -0.646503015524 \\
UDS & 19164 & 9.41995574849 & 1.581 & 3.96 & 0.2 & 11.08 & 0.044 & 0.0194 & 42.9505466956 & 44.6542368546 & 1.30744936838 & 43.1892353298 & 44.7365441623 & -1.06241666152 \\
GDS & 2007 & 9.99 & 1.582 & 4.62 & 0.3 & 10.91 & 0.044 & 0.0489 & 43.1820538248 & 44.4709711474 & 1.12418366114 & 43.2677162466 & 44.8346453083 & -0.964315515524 \\
COS & 35241 & 8.33224 & 1.582 & 5.94 & 0.9 & 10.81 & 0.061 & 0.5031 & 44.094399283 & 44.0890139624 & 0.742226476212 & 43.5770013569 & 45.2212516962 & -0.577709127611 \\
COS & 14706 & 10.3713 & 1.582 & 4.62 & 0.3 & 11.58 & 0.212 & 0.0489 & 43.8520538248 & 45.1409711474 & 1.79418366114 & 43.4948462466 & 45.1185578083 & -0.680403015524 \\
UDS & 20908 & 9.82736927305 & 1.583 & 5.2800002 & 0.2 & 11.26 & 0.068 & 0.0194 & 43.1305466956 & 44.8342368546 & 1.48744936838 & 43.2502553298 & 44.8128191623 & -0.986141661519 \\
UDS & 26364 & 10.0569048513 & 1.583 & 5.9400001 & 0.9 & 11.2 & 0.143 & 0.5031 & 44.484399283 & 44.4790139624 & 1.13222647621 & 43.7092113569 & 45.3865141962 & -0.412446627611 \\
EGS & 15453 & 9.87775 & 1.584 & 3.96 & 0.2 & 10.8 & 0.026 & 0.0194 & 42.6705466956 & 44.3742368546 & 1.02744936838 & 43.0943153298 & 44.6178941623 & -1.18106666152 \\
